lp,src,mt,ref,score,raw,annotators,domain,year
bn-en,আমার সকালকু কুন্তা খাইতে ভালা লাগে,I like to eat my breakfast cunt .,I feel like eating something in the morning.,40.422184881042035,20.0,1,text book,2025
bn-en,সকালকু কুন্তা খাইতে ভালা লাগে,It's good to eat morning squash.,I feel like eating something in the morning.,40.422184881042035,20.0,1,text book,2025
bn-en,কুন্তা খাইতে ভালা লাগে,It's good to eat Kunta.,Feel like eating something.,44.331461668860555,27.5,1,text book,2025
bn-en,খাইতে ভালা লাগে,It's good to eat.,Feel like eating.,52.15001524449761,42.5,1,text book,2025
bn-en,ভালা লাগে,I like it .,Like it.,82.12113728443965,100.0,1,text book,2025
bn-en,আমার কুন্তা খাইতে ভালা লাগে,I like to eat my cunt .,I feel like eating something.,40.422184881042035,20.0,1,text book,2025
bn-en,আমার কুন্তা খাইতে ভালা লাগে,I like to eat my cunt .,I feel like eating something,40.422184881042035,20.0,1,text book,2025
bn-en,আমার কুন্তা ভালা লাগে,I like my cunt .,I like something.,37.81600035582968,15.0,1,text book,2025
bn-en,আমার খাইতে ভালা লাগে,I like to eat .,I feel like eating,72.99949144619643,82.5,1,text book,2025
bn-en,আমরা হারি গেছি,We lost .,We lost.,82.12113728443965,100.0,1,text book,2025
bn-en,আমি ভালা আছি,I 'm all right .,I am fine.,79.5149527592273,95.0,1,text book,2025
bn-en,ভালা আছি,I 'm all right .,I am fine.,79.5149527592273,95.0,1,text book,2025
bn-en,আমি ভালা নাই,I'm not well.,I am not fine.,79.5149527592273,95.0,1,text book,2025
bn-en,তুমি কিলাখান আছ,You are a killer.,How are you?,33.90672356801115,7.5,1,text book,2025
bn-en,ভালা লাগের না,It's not good.,Not feeling good.,56.059292032316144,50.0,1,text book,2025
bn-en,আমার ভালা লাগের না,I don't like it.,I am not feeling good.,56.059292032316144,50.0,1,text book,2025
bn-en,আমি ক্রিকেট খেলমু,I play cricket.,I will play cricket.,63.8778456079532,65.0,1,text book,2025
bn-en,ক্রিকেট খেলুম,Cricket game,Will play cricket.,48.24073845667909,35.0,1,text book,2025
bn-en,তুমি কই,Where are you ?,Where are you?,82.12113728443965,100.0,1,text book,2025
bn-en,একগু বিলাই দরজার ধারো বৈ রিছে,One of the bullets is at the door.,A cat is sitting in front of the door.,33.90672356801115,7.5,1,text book,2025
bn-en,বিলাই দরজার ধারো বৈ রিছে,Bill is at the door.,The cat is sitting in front of the door.,39.11909261843585,17.5,1,text book,2025
bn-en,দরজার ধারো বৈ রিছে,The door is locked .,Sitting in front of the door.,36.5129080932235,12.5,1,text book,2025
bn-en,ধারো বৈ রিছে,I think it 's a good idea .,Sitting in front.,29.99744678019263,0.0,1,text book,2025
bn-en,বৈ রিছে,It 's not .,Sitting.,29.99744678019263,0.0,1,text book,2025
bn-en,আমি কামো যাইতাম ছাইনা,I would have come to China.,I don’t want to go to work.,32.60363130540498,5.0,1,text book,2025
bn-en,তুমি কই থাকি আইছো,Where are you staying ?,Where are you coming from?,44.331461668860555,27.5,1,text book,2025
bn-en,কই থাকি আইছো,Where are you ?,Where are you coming from?,54.75619976970996,47.5,1,text book,2025
bn-en,তুমি কই থাকো,Where are you ?,Where do you live?,50.846922981891446,40.0,1,text book,2025
bn-en,কই থাক,Where are you ?,Where do you live?,50.846922981891446,40.0,1,text book,2025
bn-en,আমি ভালা নাই,I'm not well.,I am not well.,82.12113728443965,100.0,1,text book,2025
bn-en,আফনে কিলাখান আছইন,Afne Killakhan is here,How are you?,29.99744678019263,0.0,1,text book,2025
bn-en,তুমি কিলাখান আছো,You are a killer.,How are you?,32.60363130540498,5.0,1,text book,2025
bn-en,কোনোখানো যাও,Go somewhere .,Go somewhere.,82.12113728443965,100.0,1,text book,2025
bn-en,তুমি কই থাকি আইছো,Where are you staying ?,Where are you coming from?,49.54383071928526,37.5,1,text book,2025
bn-en,কই থাকি আইছো,Where are you ?,Where are you coming from?,49.54383071928526,37.5,1,text book,2025
bn-en,তুমি কিতা করো?,You want to do it?,What do you do?,45.63455393146674,30.0,1,text book,2025
bn-en,কিতার লাগি কইরায়,Where is the book?,Why are you saying that?,32.60363130540498,5.0,1,text book,2025
bn-en,কিতা করো,Do it now .,What do you do?,38.597855713393386,16.5,1,text book,2025
bn-en,আমার মন ভালা নাই,I'm not feeling well.,My mind is not well.,69.09021465837789,75.0,1,text book,2025
bn-en,মন ভালা নাই,I 'm not feeling well .,Not feeling well.,71.69639918359026,80.0,1,text book,2025
bn-en,আফনারার বাড়ি কই,Where is the Afghan's home?,Where is your home?,44.331461668860555,27.5,1,text book,2025
bn-en,আমি স্কুলো যাইতাম না,I didn't go to school.,I won’t go to school.,59.968568820134664,57.5,1,text book,2025
bn-en,আমি যাইতাম না,I wouldn't go,I won’t go.,71.69639918359026,80.0,1,text book,2025
bn-en,আমি স্কুলো গেছি না,I didn't go to school.,I didn’t go to school.,82.12113728443965,100.0,1,text book,2025
bn-en,তোমারে ওখান থাকি যাইতে কইছি,I told you to stay there.,I told you to leave from here.,52.15001524449761,42.5,1,text book,2025
bn-en,ওখান থাকি যাইতে কইছি,I said stay there.,Told to leave from here.,52.15001524449761,42.5,1,text book,2025
bn-en,তুমি কিতা কাজ করো ?,What are you doing ?,What do you do?,61.27166108274085,60.0,1,text book,2025
bn-en,কিতা কাজ করো ?,What do you do ?,What do you do?,82.12113728443965,100.0,1,text book,2025
bn-en,কাজ করো?,Do you work?,Do you work?,82.12113728443965,100.0,1,text book,2025
bn-en,মাত থোরা কইন?,Where is Mother Thora?,Talk less?,29.99744678019263,0.0,1,text book,2025
bn-en,এই কাজটা করো,Do this job.,Do this work,76.90876823401496,90.0,1,text book,2025
bn-en,কাজটা করো,Do it .,Do the work.,74.3025837088026,85.0,1,text book,2025
bn-en,বিয়ানবালা কাজ করো,Do the work.,Do work in the morning.,61.27166108274085,60.0,1,text book,2025
bn-en,হাইঞ্জাবালা কাজ করো,Do the high-end work.,Work in the evening.,40.422184881042035,20.0,1,text book,2025
bn-en,এক গালো একটা ছড় লাগাইয়া দিমু,I'll put a stick in your throat.,I will slap you on one cheek.,32.60363130540498,5.0,1,text book,2025
bn-en,একটা ছড় লাগাইয়া দিমু,I'll put a sling on it.,I will slap you.,32.60363130540498,5.0,1,text book,2025
bn-en,আমি ভাত খাইতাম,I used to eat rice,I will eat rice.,49.54383071928526,37.5,1,text book,2025
bn-en,ভাত খাইতাম,I used to eat.,Will eat rice.,48.24073845667909,35.0,1,text book,2025
bn-en,আমার কাম আছে,I have a cup.,I have work.,36.5129080932235,12.5,1,text book,2025
bn-en,কাম আছে,"Come on , you .",Have work.,35.20981583061733,10.0,1,text book,2025
bn-en,আমরা যাইমু,We go,We will go.,62.57475334534701,62.5,1,text book,2025
bn-en,তোমার নাম কিতা,Your name is Kita.,What is your name?,43.02836940625439,25.0,1,text book,2025
bn-en,আমার নাম নয়ন।,My name is Noen.,My name is Noyon.,62.57475334534701,62.5,1,text book,2025
bn-en,আমি তোমারে ভালাপাই,I'm good to you.,I love you.,43.02836940625439,25.0,1,text book,2025
bn-en,তোমারে ভালাপাই,You look good.,Love you.,43.02836940625439,25.0,1,text book,2025
bn-en,তুমি কই যাইরায়,Where are you going?,Where are you going?,82.12113728443965,100.0,1,text book,2025
bn-en,কই যাইরায়,Wherever you are.,Where are you going?,54.75619976970996,47.5,1,text book,2025
bn-en,কিতা আনতাম,I brought the book.,What should I bring?,32.60363130540498,5.0,1,text book,2025
bn-en,"ফুরুত্তায় কান্দের, খানি খাওয়াও",I'm going to eat.,"The baby is crying, feed him.",29.99744678019263,0.0,1,text book,2025
bn-en,আমি খাই,I eat,I eat.,82.12113728443965,100.0,1,text book,2025
bn-en,আমি খেলি,I play .,I play.,82.12113728443965,100.0,1,text book,2025
bn-en,আমি খাইমু,I eat .,I will eat.,74.3025837088026,85.0,1,text book,2025
bn-en,আমি পড়রাম,I will read,I study.,69.09021465837789,75.0,1,text book,2025
bn-en,আমি পড়মু,I will read.,I will study.,79.5149527592273,95.0,1,text book,2025
bn-en,আমি স্কুলো যাইমু,I'm going to school.,I will go to school.,62.57475334534701,62.5,1,text book,2025
bn-en,স্কুলো যাইমু,Go to school .,Will go to school.,61.27166108274085,60.0,1,text book,2025
bn-en,আমি ভাত খাইতাম না,I didn't eat rice.,I won’t eat rice.,58.6654765575285,55.0,1,text book,2025
bn-en,খাইতাম না,I wouldn't eat it.,Won’t eat.,71.69639918359026,80.0,1,text book,2025
bn-en,তুমি কিতা করো,You must do it .,What do you do?,35.20981583061733,10.0,1,text book,2025
bn-en,কিতা করো,Do it now .,What do you do?,37.81600035582968,15.0,1,text book,2025
bn-en,আমি খেলরাম,I play,I play games.,54.75619976970996,47.5,1,text book,2025
bn-en,খেলরাম,Playing games .,Play games.,72.99949144619643,82.5,1,text book,2025
bn-en,তুমি ভাত খাইছো,You 're eating rice .,Did you eat rice?,57.362384294922315,52.5,1,text book,2025
bn-en,কিতা খবর তোমার,KITA খবর তোমার is a book.,How are you?,29.99744678019263,0.0,1,text book,2025
bn-en,কিতা খবর,KITA খবর,What’s up?,29.99744678019263,0.0,1,text book,2025
bn-en,তোমরার বাড়ি কই,Where is your home ?,Where is your home?,82.12113728443965,100.0,1,text book,2025
bn-en,বাড়ি কই,Where is he ?,Where is home?,49.54383071928526,37.5,1,text book,2025
bn-en,কিতা করো হ্ক্কলে,- I'm not going to.,What is everyone doing?,32.60363130540498,5.0,1,text book,2025
bn-en,কিতা করো,Do it now .,What do you do?,36.5129080932235,12.5,1,text book,2025
bn-en,আমি রিক্সা দিয়া আইমু,I'm giving him a ride.,I will come by rickshaw.,32.60363130540498,5.0,1,text book,2025
bn-en,রিক্সা দিয়া আইমু,I'm giving you a ride.,Will come by rickshaw.,32.60363130540498,5.0,1,text book,2025
bn-en,আমার নাম আরিফ,My name is Arif.,My name is Arif.,82.12113728443965,100.0,1,text book,2025
bn-en,তুমি কিতা কর,You are a bookworm.,What do you do?,29.99744678019263,0.0,1,text book,2025
bn-en,কিতা কর,- What?,What do you do?,35.20981583061733,10.0,1,text book,2025
bn-en,তোমার বয়স কত,How old are you ?,How old are you?,82.12113728443965,100.0,1,text book,2025
bn-en,না ভালা নাই,"No , not good .",Not good.,82.12113728443965,100.0,1,text book,2025
bn-en,আমি ঘুষা করছি,I'm going to be a bitch.,I am angry.,32.60363130540498,5.0,1,text book,2025
bn-en,আমি তোমার লগে পরে কথা কইমু,I'll talk to you later.,I will talk to you later.,79.5149527592273,95.0,1,text book,2025
bn-en,ওউ বাড়ি আমরার,It 's our home .,This house is ours.,80.81804502183347,97.5,1,text book,2025
bn-en,সুন্দর করিয়া বও,I'm going to make you a beautiful wife.,Sit nicely.,32.60363130540498,5.0,1,text book,2025
bn-en,আমরা বাড়িত কেউ আইছে না,We're not home.,No one came to our house.,39.11909261843585,17.5,1,text book,2025
bn-en,কিতা কররায়,I'm going to do it.,What are you doing?,37.81600035582968,15.0,1,text book,2025
bn-en,ভাই কিতা কররায়,Brother Kita is doing it.,"Brother, what are you doing?",37.81600035582968,15.0,1,text book,2025
bn-en,করতাম পাররাম না বহুত জ্বর,I would have been too hot .,"Can’t do it, high fever.",40.422184881042035,20.0,1,text book,2025
bn-en,আপেল আমার পছন্দ,I like apples .,I like apples.,82.12113728443965,100.0,1,text book,2025
bn-en,আঙ্গুর আমার পছন্দ,Grapes my favourite,I like grapes.,79.5149527592273,95.0,1,text book,2025
bn-en,হে অনেক খায়,He eats a lot.,He eats a lot.,82.12113728443965,100.0,1,text book,2025
bn-en,আমি কিতা করছি,I'm writing a book.,What did I do?,35.20981583061733,10.0,1,text book,2025
bn-en,আজকে বাইরে যাইমু,I'm going out today.,Will go out today.,75.60567597140879,87.5,1,text book,2025
bn-en,আজকে বাইরে যাইতাম নায়,I didn't go out today.,Won’t go out today.,62.57475334534701,62.5,1,text book,2025
bn-en,আমারে হাছা কথা কৌকা,I have a funny thing to say.,Tell me the truth.,67.78712239577173,72.5,1,text book,2025
bn-en,হাছা কথা কৌকা,It 's a joke .,Tell the truth.,32.60363130540498,5.0,1,text book,2025
bn-en,কথা কৌকা,Talk about a joke.,Speak.,35.20981583061733,10.0,1,text book,2025
bn-en,আমারে হাছা কৌকা,I have a laughingstock .,Tell me the truth.,32.60363130540498,5.0,1,text book,2025
bn-en,হাছা কৌকা,It 's a joke .,Tell the truth.,32.60363130540498,5.0,1,text book,2025
bn-en,তুমিতাইন ঘুম তনে জলদি উঠি যাইও,You must sleep now.,You wake up early.,39.11909261843585,17.5,1,text book,2025
bn-en,ঘুম তনে জলদি উঠি যাইও,"Sleep now , get up and go .",Wake up early.,45.63455393146674,30.0,1,text book,2025
bn-en,জলদি উঠি যাইও,Hurry up and go.,Get up early.,50.846922981891446,40.0,1,text book,2025
bn-en,উঠি যাইও,Get up and go .,Get up.,61.27166108274085,60.0,1,text book,2025
bn-en,তুমিতাইন জলদি উঠি যাইও,You must hurry up and go.,You get up early.,49.54383071928526,37.5,1,text book,2025
bn-en,আমি সোকাইলকু নাস্তা খাইয়া বাদে স্কুল ও যাই,I eat breakfast and go to school.,I have breakfast and go to school.,79.5149527592273,95.0,1,text book,2025
bn-en,সোকাইলকু নাস্তা খাইয়া বাদে স্কুল ও যাই,Sockilocu ate breakfast and went to school.,I have breakfast and go to school.,43.02836940625439,25.0,1,text book,2025
bn-en,নাস্তা খাইয়া বাদে স্কুল ও যাই,I'm not going to school without breakfast.,Have breakfast and go to school.,58.6654765575285,55.0,1,text book,2025
bn-en,স্কুল ও যাই,Go to school .,Go to school.,82.12113728443965,100.0,1,text book,2025
bn-en,আমরার কাম আছে,Amara has a room .,We have work.,35.20981583061733,10.0,1,text book,2025
bn-en,তোমার কাম আছে,You have a job .,You have work.,79.5149527592273,95.0,1,text book,2025
bn-en,আফনার লাগি,I feel sorry for you .,For you.,43.02836940625439,25.0,1,text book,2025
bn-en,তুই আজকো স্কুল ও গেছলে,You still went to school today .,Did you go to school today?,48.24073845667909,35.0,1,text book,2025
bn-en,আজকো স্কুল ও গেছলে,I'm still in school today.,Did you go to school today?,46.937646194072904,32.5,1,text book,2025
bn-en,কিতা কিতা আনতাম,I 'll bring you some books .,What should I bring?,40.422184881042035,20.0,1,text book,2025
bn-en,আমার সকালকু কুন্তা খাইতে ভালা লাগে না,I don't like to eat my breakfast buns.,I don’t feel like eating anything in the morning.,41.725277143648206,22.5,1,text book,2025
bn-en,সকালকু কুন্তা খাইতে ভালা লাগে না,It's not good to eat morning snacks.,I don’t feel like eating anything in the morning.,46.937646194072904,32.5,1,text book,2025
bn-en,কুন্তা খাইতে ভালা লাগে না,I don't like to eat shit.,Don’t feel like eating anything.,43.02836940625439,25.0,1,text book,2025
bn-en,খাইতে ভালা লাগে না,It doesn't taste good to eat.,Don’t feel like eating.,63.8778456079532,65.0,1,text book,2025
bn-en,ভালা লাগে না,It doesn't feel good.,Don’t like it.,74.3025837088026,85.0,1,text book,2025
bn-en,লাগে না,I don't think so,Don’t like it.,74.3025837088026,85.0,1,text book,2025
bn-en,আমার সকালকু খাইতে ভালা লাগে না,I don't like to eat breakfast.,I don’t feel like eating in the morning.,82.12113728443965,100.0,1,text book,2025
bn-en,আমার সকালকু খাইতে ভালা লাগে,I like to eat breakfast .,I feel like eating in the morning.,82.12113728443965,100.0,1,text book,2025
bn-en,আমার সকালকু কুন্তা খাইতে ভালা লাগে,I like to eat my breakfast cunt .,I feel like eating something in the morning.,67.78712239577173,72.5,1,text book,2025
bn-en,সকালকু কুন্তা খাইতে ভালা লাগে,It's good to eat morning squash.,I feel like eating something in the morning.,43.02836940625439,25.0,1,text book,2025
bn-en,কুন্তা খাইতে ভালা লাগে,It's good to eat Kunta.,Feel like eating something.,40.422184881042035,20.0,1,text book,2025
bn-en,খাইতে ভালা লাগে,It's good to eat.,Feel like eating.,57.362384294922315,52.5,1,text book,2025
bn-en,ভালা লাগে,I like it .,Like it.,82.12113728443965,100.0,1,text book,2025
bn-en,আমার মাত ওর জবাব দেউকা,"My mother's answer is ""Devo"".",Answer my question.,36.5129080932235,12.5,1,text book,2025
bn-en,মাত ওর জবাব দেউকা,Mother of the Lord .,Answer the question.,32.60363130540498,5.0,1,text book,2025
bn-en,জবাব দেউকা,Answer me,Answer.,80.81804502183347,97.5,1,text book,2025
bn-en,আমি অসুস্থ ওই গেছিলাম,I was sick .,I was sick.,82.12113728443965,100.0,1,text book,2025
bn-en,অসুস্থ ওই গেছিলাম,I was sick .,Was sick.,82.12113728443965,100.0,1,text book,2025
bn-en,আমি হেরারে দেখছি,I'm looking at a lost,I saw him.,41.725277143648206,22.5,1,text book,2025
bn-en,হেরারে দেখছি,I 'm looking at her .,Saw them.,50.846922981891446,40.0,1,text book,2025
bn-en,দেখছি,I see .,Saw.,57.362384294922315,52.5,1,text book,2025
bn-en,ওনো উবাউকা,Onno Ubaka,Wait here.,29.99744678019263,0.0,1,text book,2025
bn-en,উবাউকা,- What ?,Wait.,32.60363130540498,5.0,1,text book,2025
bn-en,সময় ফুরাই গেছে,Time is running out.,Time is up.,65.18093787055936,67.5,1,text book,2025
bn-en,শিমুর লাল রং পছন্দ,Shimur red color is preferred,Shimu likes red.,59.968568820134664,57.5,1,text book,2025
bn-en,শিমুর সবুজ রং পছন্দ,Shimo's green color is like,Shimu likes green.,58.6654765575285,55.0,1,text book,2025
bn-en,শিমুরকালো রং পছন্দ,"""Shimurkaló"" is the color of choice.",Shimu likes black.,45.63455393146674,30.0,1,text book,2025
bn-en,তাইন বাক্কা লম্বা না,So it 's not long .,He is not very tall.,56.059292032316144,50.0,1,text book,2025
bn-en,আমি মাফ চাইয়ার,I'm sorry to say,I apologize.,69.09021465837789,75.0,1,text book,2025
bn-en,মাফ চাইয়ার,I beg your pardon .,Apologize.,74.3025837088026,85.0,1,text book,2025
bn-en,আমি চাইয়ার,I want to,I want.,79.25433430670607,94.5,1,text book,2025
bn-en,তাইন উঠিয়া উবাইলা না,So get up and call me .,He didn’t stand up.,43.02836940625439,25.0,1,text book,2025
bn-en,উঠিয়া উবাইলা না,Get up and get out of here .,Didn’t stand up.,44.331461668860555,27.5,1,text book,2025
bn-en,উবাইলা না,I 'm not .,Didn’t stand.,35.20981583061733,10.0,1,text book,2025
bn-en,তাইন উবাইলা না,So you can 't .,He didn’t stand.,32.60363130540498,5.0,1,text book,2025
bn-en,আমি বাক্কা লম্বা,I'm tall as a fiddle,I am very tall.,53.453107507103795,45.0,1,text book,2025
bn-en,আমি লম্বা,I 'm tall .,I am tall.,82.12113728443965,100.0,1,text book,2025
bn-en,আমি বাক্কা লম্বা না,I'm not tall.,I am not very tall.,70.39330692098407,77.5,1,text book,2025
bn-en,বাক্কা লম্বা না,It's not long.,Not very tall.,65.18093787055936,67.5,1,text book,2025
bn-en,লম্বা না,Not tall .,Not tall.,82.12113728443965,100.0,1,text book,2025
bn-en,আমি লম্বা না,I 'm not tall .,I am not tall.,82.12113728443965,100.0,1,text book,2025
bn-en,তাইন বাক্কা লম্বা,- That's a long one.,He is very tall.,57.362384294922315,52.5,1,text book,2025
bn-en,আমি হারি গেছি,I lost .,I am lost.,72.99949144619643,82.5,1,text book,2025
bn-en,আমি হারি গেছি,I lost .,Lost.,82.12113728443965,100.0,1,text book,2025
bn-en,আমি ঠিক আছি,I 'm all right .,I am okay.,80.81804502183347,97.5,1,text book,2025
bn-en,ঠিক আছি,I 'm all right .,Okay.,80.81804502183347,97.5,1,text book,2025
bn-en,আমি ফিরিয়া আইছি,I came back .,I came back.,82.12113728443965,100.0,1,text book,2025
bn-en,ফিরিয়া আইছি,I 'm back .,Came back.,79.5149527592273,95.0,1,text book,2025
bn-en,আমি আইছি,I 'm coming .,Came.,66.48403013316555,70.0,1,text book,2025
bn-en,আমি কেক ভালা ফাই,I 'm a cake good .,I like cake.,49.54383071928526,37.5,1,text book,2025
bn-en,কেক ভালা ফাই,Cake is good .,Like cake.,59.968568820134664,57.5,1,text book,2025
bn-en,ভালা ফাই,Good for you .,Like.,48.24073845667909,35.0,1,text book,2025
bn-en,আমি কেক ভালা ফাই না,I don't like cake.,I don’t like cake.,82.12113728443965,100.0,1,text book,2025
bn-en,কেক ভালা ফাই না,Cake is good .,Don’t like cake.,40.422184881042035,20.0,1,text book,2025
bn-en,ভালা ফাই না,It 's not good .,Don’t like.,70.39330692098407,77.5,1,text book,2025
bn-en,কেক ভালা না,Cake is good .,Don’t like cake.,40.422184881042035,20.0,1,text book,2025
bn-en,থুরা ঘুমাই যাও,Go to sleep .,Take a nap.,69.09021465837789,75.0,1,text book,2025
bn-en,ঘুমাই যাও,Go to sleep .,Sleep.,82.12113728443965,100.0,1,text book,2025
bn-en,আমি একলা আছলাম,I'm alone,I was alone.,59.968568820134664,57.5,1,text book,2025
bn-en,একলা আছলাম,I 'm alone .,Was alone.,58.6654765575285,55.0,1,text book,2025
bn-en,আমি আছলাম,I 'm not .,I was.,40.422184881042035,20.0,1,text book,2025
bn-en,আমার লগে থাকৌকা,Stay with me.,Come with me.,76.90876823401496,90.0,1,text book,2025
bn-en,লগে থাকৌকা,Keep up the good work .,Come along.,32.60363130540498,5.0,1,text book,2025
bn-en,তাইন রাগী গেছলা,- I 'm not mad .,He was angry.,43.02836940625439,25.0,1,text book,2025
bn-en,রাগী গেছলা,I'm angry with you.,Was angry.,44.331461668860555,27.5,1,text book,2025
bn-en,তাইন গেছলা,- I 'm not going to .,He went.,37.81600035582968,15.0,1,text book,2025
bn-en,আমার হাত ধরক্কা,Hold my hand,Hold my hand.,82.12113728443965,100.0,1,text book,2025
bn-en,হাত ধরক্কা,Hold my hand .,Hold my hand.,82.12113728443965,100.0,1,text book,2025
bn-en,আমি অবাক ওই গেছলাম,I'm surprised that you're gone.,I was surprised.,50.846922981891446,40.0,1,text book,2025
bn-en,অবাক ওই গেছলাম,I'm surprised you're here.,Was surprised.,52.15001524449761,42.5,1,text book,2025
bn-en,ওই গেছলাম,That's it.,Was.,32.60363130540498,5.0,1,text book,2025
bn-en,আমি অবাক,I was surprised .,I am surprised.,56.059292032316144,50.0,1,text book,2025
bn-en,আমি আইতাম নায়,I wouldn't have come.,I won’t come.,61.27166108274085,60.0,1,text book,2025
bn-en,আইতাম নায়,I was not .,Won’t come.,40.422184881042035,20.0,1,text book,2025
bn-en,আমি আইতাম,I would have come,I will come.,57.362384294922315,52.5,1,text book,2025
bn-en,আমি হারতাম নায়,I wouldn't lose.,I won’t lose.,69.09021465837789,75.0,1,text book,2025
bn-en,হারতাম নায়,I lost it .,Won’t lose.,41.204040238605735,21.5,1,text book,2025
bn-en,আমি হারতাম,I would lose .,I will lose.,72.99949144619643,82.5,1,text book,2025
bn-en,আমার হাতও বেদনা করের,My hands are hurting.,My hand hurts.,76.90876823401496,90.0,1,text book,2025
bn-en,হাতও বেদনা করের,Hands also hurt.,Hand hurts.,66.48403013316555,70.0,1,text book,2025
bn-en,বেদনা করের,Pain of doing it.,Hurts.,53.453107507103795,45.0,1,text book,2025
bn-en,আমার হাতও বেদনা,My hands are hurting.,My hand hurts.,74.3025837088026,85.0,1,text book,2025
bn-en,হাতও বেদনা,Hands also pain,Hand hurts.,64.13846406047443,65.5,1,text book,2025
bn-en,আমার ফাও বেদনা করের,My pain is still there.,My leg hurts.,50.32568607684897,39.0,1,text book,2025
bn-en,ফাও বেদনা করের,I'm in pain.,Leg hurts.,46.937646194072904,32.5,1,text book,2025
bn-en,আমার ফাও বেদনা,My own pain,My leg hurts.,44.331461668860555,27.5,1,text book,2025
bn-en,ফাও বেদনা,"- Oh , my God .",Leg hurts.,35.20981583061733,10.0,1,text book,2025
bn-en,আফনারে কে পাঠাইছে?,Who sent it to us?,Who sent you?,54.75619976970996,47.5,1,text book,2025
bn-en,কে পাঠাইছে?,Who sent it?,Who sent you?,67.78712239577173,72.5,1,text book,2025
bn-en,পাঠাইছে?,Did you text?,Sent?,52.15001524449761,42.5,1,text book,2025
bn-en,আগে জাউকা,Before the game,Go ahead,43.02836940625439,25.0,1,text book,2025
bn-en,আফনারা জাউকা,Afnará Jâuca is a,You go,29.99744678019263,0.0,1,text book,2025
bn-en,আমারে ডাকবা না,Don't call me,Don’t call me,82.12113728443965,100.0,1,text book,2025
bn-en,ভালা ফাই,Good for you .,I like,51.36815988693391,41.0,1,text book,2025
bn-en,ডাক্তার না খসাই,"Doctor , not you .",Doctor or butcher,40.422184881042035,20.0,1,text book,2025
bn-en,তুঁই খসাই,You 're a good boy .,You are a butcher,32.60363130540498,5.0,1,text book,2025
bn-en,দুই পুয়া আছিল্,There were two puppies.,Had two sons,35.20981583061733,10.0,1,text book,2025
bn-en,কোন মানুষর দুই পুয়া আছিল্,Some man had two little hands.,A certain man had two sons,36.5129080932235,12.5,1,text book,2025
bn-en,কোন মানুষ,No man,A certain man,35.99167118818104,11.5,1,text book,2025
bn-en,মানুষর দুই পুয়া আছিল্,The man had two hands.,A man had two sons,37.29476345078721,14.0,1,text book,2025
bn-en,করতাম কিলাখান,I would have killed him.,How would I have done it?,32.60363130540498,5.0,1,text book,2025
bn-en,আমার হলুদ রং পছন্দ,My favorite color is yellow.,I like yellow,79.25433430670607,94.5,1,text book,2025
bn-en,আমার লাল রং পছন্দ,My red color is better,I like red,59.968568820134664,57.5,1,text book,2025
bn-en,আমার সবুজ রং পছন্দ,My favorite color is green.,I like green,80.81804502183347,97.5,1,text book,2025
bn-en,আমার কালো রং পছন্দ,My favorite color is black.,I like black,81.86051883191841,99.5,1,text book,2025
bn-en,আমার সাদা রং পছন্দ,My favorite color is white.,I like white,81.5999003793972,99.0,1,text book,2025
bn-en,আপেল ভালা ফাই,Apple is good .,Like apple,65.18093787055936,67.5,1,text book,2025
bn-en,আমি আপেল ভালা ফাই না,I'm not a good apple.,I don’t like apples,43.02836940625439,25.0,1,text book,2025
bn-en,আপেল ভালা ফাই না,Apple is good .,Don’t like apples,41.725277143648206,22.5,1,text book,2025
bn-en,ভালা ফাই না,It 's not good .,Don’t like,64.13846406047443,65.5,1,text book,2025
bn-en,আমারে লইগা যাউকগা,I'm going to go.,Take me along,53.453107507103795,45.0,1,text book,2025
bn-en,তুঁই ডাক্তার না খসাই,You 're not a doctor .,You’re doctor or butcher?,41.725277143648206,22.5,1,text book,2025
bn-en,আমার কমলা রং পছন্দ,My favorite color is yellow.,I like orange,49.54383071928526,37.5,1,text book,2025
bn-en,আমার খয়েরি রং পছন্দ,My favorite color is,I like brown,46.937646194072904,32.5,1,text book,2025
bn-en,আপেল ভালা না,Apple is good .,Don’t like apples,40.9434217860845,21.0,1,text book,2025
bn-en,আমার ঠান্ডা লাগছে,I feel cold .,I caught a cold,65.18093787055936,67.5,1,text book,2025
bn-en,ঠান্ডা লাগছে,It 's cold .,Caught a cold,62.57475334534701,62.5,1,text book,2025
bn-en,আমি বিদেশ গেছলাম,I 'm going abroad .,I went abroad,65.18093787055936,67.5,1,text book,2025
bn-en,বিদেশ গেছলাম,I 'm going abroad .,Went abroad,65.18093787055936,67.5,1,text book,2025
bn-en,আমারে হন লইয়া যাউকগা,I'm going to go.,Take me there,58.6654765575285,55.0,1,text book,2025
bn-en,হন লইয়া যাউকগা,- I'm going to go.,Take there,56.059292032316144,50.0,1,text book,2025
bn-en,লইয়া যাউকগা,I'm going to go.,Take there,56.059292032316144,50.0,1,text book,2025
bn-en,শিমুর সাদা রং পছন্দ,Shimour white color choice,Shimu likes white,57.362384294922315,52.5,1,text book,2025
bn-en,শিমুর নীল রং পছন্দ,Shimour Blue is the color of love,Shimu likes blue,37.81600035582968,15.0,1,text book,2025
bn-en,শিমুর বেগুনি রং পছন্দ,Shimour's purple color is preferred.,Shimu likes purple,62.57475334534701,62.5,1,text book,2025
